conversation_id,customer_msg,support_reply,pair_id,intent_label,should_escalate,escalation_reason,label_method
07802cf11e6fcc6f3461d88ec8f07aba,"Every month, my app dumps 15 GB of downloaded playlists and forces me to download all of it again. This is the last time. Fix your shitty app before you lose another 3 year+ Premium subscriber to","Hi, we're sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at They should help with this /AU",sp_035655,billing_subscription,False,none,rule_based_v1
096114dcfd2316a7bd4a6916671a26c7,I need help with my account but not through Twitter please advise,"Hi Emily! We'll be glad to help here, but you can use our Contact Form to get in touch with our Email or Chat teams. Just head here: Hope this helps /XF",sp_028906,other,True,unclassified_intent,rule_based_v1
0a0a9f03811e86eb01280bee855e5a3e,how am I suppose to complete my perfect Christmas playlist when you don’t have That Spirit of Christmas by Ray Charles?!? #frustrated #christmasvacation #spotifydoesntcare,"Hey Jamie! We’d love to have all of his stuff available, but we have some info about content here: 🙂 /JI",sp_034524,other,True,unclassified_intent,rule_based_v1
0b7a60a4a75e9d04654261ab4ba32698,"Are there any known issues with Spotify running on High Sierra? Whenever I play music, my whole Macbook goes really slow, scrolling is juddery and keyboard cannot keep up with typing. Stops when I stop playing music, even with app still open?","Hi Shane. Don't worry, we'll look into this. Can you tell us what's the exact app version you're using? We'll see what we can suggest /JU",sp_025713,playback_technical,False,none,rule_based_v1
0b929e141c514e92ffa3f217ad74d598,forced off of my premium. I don’t know if I want to buy it again if the free guys get shit on by greed,Hey there! Could you send us a DM with your account's email address or username? We'll take a look backstage /FR,sp_008322,billing_subscription,False,none,rule_based_v1
0c34cb32728f5dd196bb914cfccc6af6,"Why isnt the music ""maladavexa"" of nepal on spotify yet?","Hey! We’d love to have all of Maladavexa's tracks available, but we have some info about content here: /GK",sp_007776,content_availability,False,none,rule_based_v1
0d33b8fd2af859029a53fb9352b381ff,It's called: Lost Tribe - Gamemaster (Mandrake Chillout Breaks Full Length Mix),We’ll have it available to you as soon as it’s available to us! /MX,sp_010260,other,True,unclassified_intent,rule_based_v1
0d775ff31a568381130f70feaf831c53,Hi! I bought yesterday premium for 1 month and I still free. Receipts: __credit_card__-1. user name: krzakowsky. regards,"Hi, help's here. We suggest deleting your tweet as it contains private info. Let's continue via DM instead /CO",sp_020926,billing_subscription,False,none,rule_based_v1
0d9b305726e2acbd1cf165b8a3e3e4e9,how can i fix my issue of being charged 4 premium on my creditcard when i already canx my subscription &amp;my actual spotifyacct?,"Hey Gretel, help's here! Can you DM us your account's email address? We'll check backstage /GK",sp_028848,billing_subscription,False,none,rule_based_v1
0eebbd546878bd706514b3b4418b678f,a little frustrated with your app right now. Help me please!? 🙄,"Hey, we'd love to help out! Can you tell us what's happening exactly? /LO",sp_021389,other,True,unclassified_intent,rule_based_v1
0fee09f8ccc34aeaf0dfd8ea73e1bf1f,"Hello! I have a spotify premium trial period which I would like to change to a student subscription, but how do I need to arrange that? Otherwise I end up paying 10€ instead of 5€. Trial period ends in 3 days",Hey! Can you DM us your account's email address? We'll take a look backstage /SJ,sp_030114,billing_subscription,False,none,rule_based_v1
1034586a539b00765087e8d9e0988e58,And while I’m complaining online I’m trying to switch my account to student and when I add my info it’s not working,"Hey Ashley, help's here! Can you DM us your account's email address? We'll check backstage /MO",sp_028016,playback_technical,False,none,rule_based_v1
1093063ccd48c04f97de7b04b0a349b0,Can someone provide me with a contact number to call for help?,"Hi Crystal! We don't currently offer phone support, but we're happy to help here. Can you DM us with your account's email and some more info on what's going on? We'll see what we can suggest /WW",sp_032885,other,True,unclassified_intent,rule_based_v1
11118d9fbc9baf0ca0e424193146a87a,why can't I access the student discount?? says it can't verify me as a student???,Hey there! Could you send us a DM with your account's email address or username? We'll take a look backstage /FR,sp_003872,billing_subscription,True,high_distress,rule_based_v1
1158b4466abe20e38226a2633a0a1bc9,i really lost spotify for the second time and i’m never getting it back 😔,"Hey there! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? /AP",sp_027084,playback_technical,False,none,rule_based_v1
12a6383c4b8a397a5044b215f90b8e16,since I'm on a roll of complains today: . your mac desktop app is a piece of crap. there is not a single day in which I don't have to restart it at least once.,Hey Monica! Can you tell us what’s happening exactly? We'll see what we can do to help /MS,sp_025397,other,True,unclassified_intent,rule_based_v1
1559f8492bd1d5aa5284195146da530a,has came through with these presale tickets as of late. Y’all got me if has another show in Atl?,Hey! You can check out SZA's upcoming shows by heading here: and clicking on Concerts. Hope this info helps /DR,sp_005270,other,True,unclassified_intent,rule_based_v1
15d4d53f309777e8bd2390f2292b06dc,"help. Keeps telling me I'm offline, and my SAVED music can't be played? And options are greyed out? If I'm offline (which I aren't) my music should still be available.","Hi Scott, help's here. Can you let us know the Android and Spotify versions you're running? We'll see what we can suggest /NY",sp_027625,playback_technical,False,none,rule_based_v1
17ce99fe730fd1b48a3ceda36f88ce3d,"Please fix the cache issue. Several GB, 0 downloads. Delete app and reinstall only to recur. Removed the app for my trip.","Hi! Don't worry, help's here. Can you tell us what device, operating system, and app version you're using? We'll see what we can suggest /JU",sp_016769,playback_technical,False,none,rule_based_v1
1801e08a81d2cb624233439ff215de2a,login page is blank chromebook,Hi Joseph. We're afraid the web player isn't supported by all Chrome browser versions. More info here: /PL,sp_004517,account_access,False,none,rule_based_v1
1b46ac92172001f8e25e831f6a5421b2,when will get it’s shit together my music literally stops playing all the time and it doesn’t let me play certain playlists,"Hey Sonia, that's not cool! What device and Spotify version are you using? Also, are you getting any error messages when this happens? /BH",sp_011419,playback_technical,False,none,rule_based_v1
1ba6a8027daeaeb1d9a51ba169efa9b6,"All my playlist marked as not downloadable in my laptop and my phone deleting all my offline music! And, it's not the first time.",Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at They should help with this /DV,sp_014698,playback_technical,False,none,rule_based_v1
1d8c8df20fa6bbb6f64cd7a044d718e1,"How often, and on what day of the week, will Time Capsule be updating?","1: Hi David! TIme Capsule is not a frequently updated playlist like Discover Weekly, but it pulls up all the tracks that we think...",sp_001425,other,True,unclassified_intent,rule_based_v1
1e63835f738051a2012d566756515892,I'm trying to upgrade to your spotify and headspace bundle but it isn't allowing me. I have solo premium so I'm not sure of the issue,Hi Savannah! We're here to help. Can you DM us your account's email address? We'll have a look under the hood 🔍 /DD,sp_032500,billing_subscription,False,none,rule_based_v1
201a5642ee1caeae61e5c5b8ad41c629,why are your apps not available in Serbia ? they deserve to be blessed !!!!,Hey! We're launching regularly in countries around the world. Sign up here to be first to hear: 🙂 /L,sp_021206,content_availability,True,high_distress,rule_based_v1
2255883d440db20f4f608119c3623f66,Your new app looks great on iPhone x! Thanks for the update!,"Hi there! We're glad you like it. Thanks for the feedback, it's music to our ears 🎶 /DR",sp_027526,feature_request_feedback,False,none,rule_based_v1
24fe29f321246fb44e9f19135a9ca617,Coming from Groove: your app doesn't seem to be able to manage a local library. At all. Unhappy so far.,Hey Joe! What device and Spotify version are you using? We'll see what we can suggest /BH,sp_002182,playback_technical,False,none,rule_based_v1
2581db43f5d8eb8e9387cde311cf0b36,Hi I reached out through email weeks ago requesting an artist separation. Still haven't heard back. Pls help,"Hey Jake, help's here! Could you DM us the email address you used to reach out? We'll take a look into things /SP /SP",sp_009346,other,True,unclassified_intent,rule_based_v1
25b1e6e5ae9dc9fceeeee0a111bdc75e,me: i redownloaded the apps on both devices a million times,"Just to make sure we're on the same page, are you trying to sync the local files from your desktop to your mobile? /PL",sp_018016,other,True,unclassified_intent,rule_based_v1
2923c0d5a208ca4c4be20d8d22027fab,Don't you just love being screwed over by Spotify and then getting no response?,We've just sent you a bit more info over DM. We'll carry on helping out there /MG,sp_015454,other,True,unclassified_intent,rule_based_v1
2961080f1ebe545fc9e60cc053520348,im having trouble while upgrading premium it says oops seems your card or payment providers is having a bad day. i tried it with 4 different cards but its still the same can u please help?,Hey there! Could you send us a DM with your account's email address or username? We'll take a look backstage /LO,sp_026434,billing_subscription,False,none,rule_based_v1
29db35b05f9b02255ec2ab505bf8ab8d,is there an easier way to alphabetize my playlists besides dragging and dropping,"Hey Shelly! On the desktop version you can click ""Title"" at the top of your playlist and your music will be organized alphabetically 🙂 /KL",sp_027899,feature_request_feedback,False,none,rule_based_v1
2bb6d6b694692329ae739454d78ad6a8,is Taylor swifts reputation coming on spotify this weekend?,"Hey Danny! We don't have any info about that yet – stay tuned! For now, check out the singles: /GS",sp_027190,other,True,unclassified_intent,rule_based_v1
2c8c3eeecf459046ee248d84bf2e1b12,how do I get on lists for presale codes for shows in my area? I buy a lot of concert tickets and I’m a long time subscriber,"Hey, we’re afraid the codes are unique and sent to those who listen to certain artists the most on Spotify. We'll pass on your feedback /RV",sp_009024,other,True,unclassified_intent,rule_based_v1
2cffb882fc18f08b0a5832b296b2d968,I have premium but don't have unlimited skips what gives?,"Hey Jason, help's here! Can you DM us your account's username and email address? We'll take a look backstage /MQ",sp_014981,billing_subscription,False,none,rule_based_v1
2d2fccc0b0dcbaa289780489a678065e,why was I charged 129 pesos in my prepaid mobile account instead of just 9pesos for 3months Premium Trial?,Hey Eran! We're here to help. Can you DM us your account's email address? We'll take a look under the hood /AN,sp_030989,billing_subscription,False,none,rule_based_v1
307cc9d4df9282c0971b201b143b1653,can someone help me add family members to our family plan? Sent the invite and still not working.,"Hi, help's here! Could you DM us your username, email, &amp; the usernames &amp; emails for the members you're trying to invite? Keep us posted /JQ",sp_013375,billing_subscription,False,none,rule_based_v1
3437c809401bcce70228bc1bb6cdf0d2,I’ve had the worst customer service I’ve ever had. Can I please get some help. I’ve been waiting all day.,Sorry for the delay! We've just sent you a DM. Let's carry on chatting there /RH,sp_019955,other,True,unclassified_intent,rule_based_v1
34ffa0c2d32f8d4771f9c547b5601bc9,"Hi folks, quick question,","Hey! We’ll have it available to you as soon as it’s available to us! For now, check out the singles: /JL",sp_028321,other,True,unclassified_intent,rule_based_v1
35598cfdc8dfc57bfc329c04dfea84a8,I'm adding all my local files to spotify that you don't have available and it refuses to play this one album for no reason?,"Hey Owen, that doesn't sound right! What device, operating system, and Spotify version are you using? We'll see what we can suggest /JE",sp_017686,other,True,unclassified_intent,rule_based_v1
37ff03f8fdd9266cbcf122ff352f8e9f,"Hi, I want to know why spotify on my phone keeps logging out and deleting all my downloaded songs, it happens twice this week",Hey Faiz! Can you DM us your account's email address? We'll take a look under the hood /QI,sp_011648,account_access,False,none,rule_based_v1
3a76a08bec998dcaf0befc882bf5cb02,hey quit giving me suggested tracks because i hate every single one. thanks.,"Hi there! To reduce the number of Suggested Tracks you get, try adding more artists into your playlists /GT",sp_010864,other,True,unclassified_intent,rule_based_v1
3b1a8f85b59181ce2334ef0e3de7bbeb,&gt; : Never thought about adding new songs at the top of the list ?? bottom is too far #SaveMyFinger by #UX,"Hey, thanks for the feedback. For now, you can follow the steps here: Hope this helps /NY",sp_003367,other,True,unclassified_intent,rule_based_v1
3b38a3ea639fcb3e1137d00f8de72e65,hi can I stop getting presale code emails 5 hours after presale starts,Hey Sophia! Your feedback has been noted and passed onto the right folks. Let us know if there's anything else we can help with /NH,sp_034430,feature_request_feedback,False,none,rule_based_v1
3b89eb40eae0bdbbe5f2f3ed5ddcf5fd,"No media control (play/pause, skip) on Beats Studio 3","Hi there, help's here! Can you let us know the device/OS you’re using? We'll see what we can suggest /JI",sp_014035,playback_technical,False,none,rule_based_v1
3ca0fa46d8652a33aa77798d6bb8b64d,"I miss the lyrics on your desktop program, where'd they go? #bringbackthelyrics #wtf #whydidyouremoveit","We hear you! Any updates will be posted at We'd recommend voting to support the idea, too /DR",sp_023616,other,True,unclassified_intent,rule_based_v1
3e79ffd95ec5bb3bbe847cffac1ba980,I had niall horan's album on shuffle when all of a sudden taylor swift started playing ????? get it together plz,2: radio station based on the album/playlist will start. Here's our guide on how to switch it off: /RC,sp_012354,playback_technical,True,high_distress,rule_based_v1
3f75b55f63c033afae08ee5ad3f0e275,I’ve been overcharged for my premium subscription,"Hey Lewis! We just sent you a reply to your DM, so we'll continue assisting you there /TF",sp_001404,billing_subscription,False,none,rule_based_v1
3fa45b27c01a62a76af891b60a33268d,"I just wanna how may i do to add a buttom or link to my playlist. So, I attach a screenshot to let you see what i'm talking about, thank you.","Hey Carlos! The cavalry's here. Just to check, are you looking into embedding your Spotify playlist on your website or blog? /KB",sp_034650,other,True,unclassified_intent,rule_based_v1
414f9cf2b350eb0a310881a9200dd27f,"Why aren't the GOOD #TwilightSaga soundtracks on ???? (As in, the first two...)","Hey, we do our best! But sometimes agreements are ongoing, or can't be reached with the content provider /RB",sp_009673,other,True,high_distress,rule_based_v1
42cf7e299bad7bdc125df32fb828ee69,your site is always 504 error ?,Hey there! Could you DM us a screenshot of what you're seeing on your end? We'll see what we can suggest /CG,sp_029622,playback_technical,False,none,rule_based_v1
472f87a595405b994e5d017dbfdbd761,if my fucks up one more time i’m switching to,"Hey there, help's here! Can you tell us a bit more about what's going on? We'll see what we can suggest /TF",sp_026876,other,True,unclassified_intent,rule_based_v1
489b0b28d73265a64bdc7c472aae809d,"is there any way to stop video ads during the music? Banner ads, or when it should be an ad is ok, but they hold up the music",Hey there! Can you send us your account's email address or username via DM? We'll see what we can suggest /JE,sp_018924,playback_technical,False,none,rule_based_v1
489b5d8e94a7858d30680c0fb986683d,"I can't log into my account. It says I use Facebook, but let me do it",Hi there! We'd suggest deleting your previous tweet as it contains personal account info. Can you DM it to us instead? We'll wait for it /GN,sp_019350,other,True,unclassified_intent,rule_based_v1
4a2472586d93f9ed8a939dd96adcbf15,feature request for : Discovery Weekly with no explicit lyrics so I can play with my kids in the car. Thanks! Same for other playlists.,"Hey Robert, we hear you! To help make it happen, we’d recommend showing your support for the idea here: /AB",sp_035253,feature_request_feedback,False,none,rule_based_v1
4c5423b72347e396bea918e6fb9d7d06,Hi! How can I tell when Mint was last updated? I don’t see a date. Thank you!,Hey Nicholas! We can see that the mint playlist was last updated a day ago: Hope this helps /K,sp_011363,other,True,unclassified_intent,rule_based_v1
4d574082d63db44db9dd47f9c057ba3e,Hi. How come for the longest time I can't link my Shazam to my account? You used to be able to do that before. Now it only shows ?? 🤔,Hey Ruby! We'd recommend reaching out to Shazam about this. You can contact them at They should be able to help /RS,sp_022286,account_access,False,none,rule_based_v1
4e4d5877855c97cab134dbe08e99e313,Why do I see a pattern in 's there 'shuffle' play? It doesn't seem that random to me anymore. And it keeps happening ... #spotify #music,Hey there! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: /PB,sp_026082,playback_technical,False,none,rule_based_v1
4f0b1dfbb8b08de89c15a1d382d77098,How to solve this on iPad?,Hey Javier! Which iPad model are you using? The iOS and Spotify versions installed on it would also help. We'll see what we can suggest /LP,sp_036170,other,True,unclassified_intent,rule_based_v1
4f10bf76f9549905fb2c4ef55d99d48d,I think right now you have to have to be invited by Spotify? Or have a record label? Some kind of weird rules... unless they've changed?,"Hi there! DM us with more info about the podcast, we'll see what we can suggest 🙂 /T",sp_017623,other,True,unclassified_intent,rule_based_v1
4fff892353c8a0235ca0d7d88815ef5f,"upgraded to family but entered the wrong details on sign up - can’t add family, can you fix?","Hey, help's here! Can you DM us your account's username or email address? We'll take a look under the hood /JM",sp_011391,account_access,False,none,rule_based_v1
5035fc53a1d8ff02e3ee5817023a50e1,Still having issues with songs stopping after a few seconds of playing. This has been an issue for over a month on my android phone. Please advise!,"Hey Owen, that doesn't sound right! Can you let us know the device, Android, and Spotify version you're using? We'll see what we can suggest /JE",sp_028914,other,True,unclassified_intent,rule_based_v1
503d6ab6e85058b47a551fe144d295d2,Signed up for premium family today. Unable to invite family members. Need help asap. Spotify is kid's birthday present. HELP!!,Hi! We've just sent a DM your way. Let's carry on chatting there /MG,sp_013538,billing_subscription,False,none,rule_based_v1
50c1a4a31bff08a3fdcd6d310083593d,"your web player wont work, it tries to play an ad but it stalls out. Maybe I need an ad blocker?","Hi, help's here! What browser are you using, and on what device? Any particular ads doing this, or does it happen on all of them? /T",sp_017261,playback_technical,False,none,rule_based_v1
50da558af98cf907232c75f1833cf2d8,Hey ! How come it said 3 months for .99$ and when I check what I paid I actually got 9.99 or something for december ? :'( Can you guys fix that ?,Hey there! Can you DM us your account's email address? We'll take a look /RB,sp_031038,billing_subscription,False,none,rule_based_v1
536f135856e0258eb7a47e5c3f1071fd,"Is your restriction about Premium for Family's members having to reside at the same address likely to change? Or should I opt for Google Play Music sub instead, where family members have to reside in the same country?","We hear you loud and clear, Kevin! We can’t make any promises but we’ll pass your feedback onto the right folks /MG",sp_033152,billing_subscription,False,none,rule_based_v1
55086a9e9ed9014111d0ddc89edf7a98,"What the fuck happened to my ? I can’t login, can’t reset password, not even an email sent to me.","Hey, help's here! Could you send us a DM with your account's email address or username? We'll take a look backstage /MA",sp_016892,account_access,False,none,rule_based_v1
5535fffe9bd7a988d4c791aaac707295,hmmm. album art covers not showing. .,"Hey Dennis! What device and Spotify version are you using? Also, are you in Offline Mode or are you online using WiFi or 3/4G? /BH",sp_008193,playback_technical,False,none,rule_based_v1
5555550beb03fb4a3d90c8e480d04468,"Hey there - if I sign up to a mobile package with Spotify included, can I transfer over existing playlists etc from an existing premium account? Thanks again","Hey Mike, help's here! Could you send us a DM with your accounts' usernames or email addresses? We'll take a look and see what we can suggest 🔍 /DB",sp_031179,account_access,False,none,rule_based_v1
56bcb325725ec45d102443c217634c6b,"please direct me to a place where I can explore different individual/family packages. I already used a promotional offer before, a while back. Thanks","Hey there! To check the deals we offer, just head here: Hope this helps /CG",sp_036268,billing_subscription,False,none,rule_based_v1
571e90c900e92d1d9e0dfc1fcd777f36,my username is onesimpledot,Thanks! Could you also send us a DM? We'll carry on chatting there /JO,sp_005140,other,True,unclassified_intent,rule_based_v1
57c1f2585d7e72197c115872d71f9b95,make an alarm a premium feature,Hey there! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /NQ,sp_001088,billing_subscription,False,none,rule_based_v1
58e45b81650e89800801c50aefdcc55e,"Hey are you planing to add Support for iPhone X? The experience at the moment is fairly terrible, as I don‘t like Black Bars and needing to restart the app after every speech message from wa! Gonna switch to ..","Hi! Sorry to hear that. We don't have any info on this right now, but stay tuned for any updates. Anything else, just let us know 🎶 /AU",sp_022562,playback_technical,False,none,rule_based_v1
5bc9dd68b8d0c59b48013ab0181ae02a,I love how releases an app update but not to optimize it for iphone X,"Hi Mikey. Don't worry, we’re working on it as we speak. We appreciate your feedback. Stay tuned! /DR",sp_026806,feature_request_feedback,False,none,rule_based_v1
5d9b9799e09228268e69deaf4e89f41c,Okay stop playing me. Please put Reputation up now😭😭,"Hi! Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: /DR",sp_027687,playback_technical,False,none,rule_based_v1
5dfdd7d445a4a8e0e9d05105c6e8fab8,"My spotify Premium account is suddenly without warning set to ""Free"". What happened? Mail me at my account please joepolie-no","1: Hey Johan! We're afraid we can't send an email from here, but you can contact our Support team at for help...",sp_004037,billing_subscription,False,none,rule_based_v1
5e4719b6d7ad297571e4373977172890,I am having problems with resetting my password. When I click the link it says I've already used the link?? Pls help,"Hey Adrienne! Can you DM us a screenshot of the error message you're seeing? Also, can you send us your account's email address? /SJ",sp_005370,account_access,False,none,rule_based_v1
623308e768ab2ffea59991675c805c25,you guys should have one of your staff members comment on,"Hi, thanks for sharing your thoughts. We'll be sure to pass them on to the relevant folks. Let us know if you need anything else /AK",sp_019605,other,True,unclassified_intent,rule_based_v1
6309eb94174563701a1989fef1f21636,hi - I didn’t realise I was being charged for premium. My account was set to free so ads on. Help!,Hi there! That doesn't sound good. Can you DM us your account's username or email address? We'll take a look under the hood /DN,sp_021092,billing_subscription,False,none,rule_based_v1
66c018b3054a0b40153a453385a9e781,I wish had Purple Reign project,"Hey there! We’d love to have that available, but we have some info about content here: /GK",sp_009946,feature_request_feedback,False,none,rule_based_v1
674ffaed3229a2e279dfcff2182629e3,I already pay for but now they want me to install DRM. Maybe I should just go back to pirating.,"Hey Jesse, help's here! Could you let us know a bit more about what you're referring to? We'd be happy to answer any questions /TB",sp_016472,billing_subscription,False,none,rule_based_v1
69c00a19dce3b1e8ade42d4652652f7e,I already registered for this promo yet it says it is availed 129 thru load. I thought it was just 9 pesos? Can you help me?,Hi there! Can you DM us your username or email address? We'll check this out for you /NH,sp_028089,billing_subscription,False,none,rule_based_v1
6b98f68514ef954d5d3cd615a2a8fd76,"Hi, i subscribe my spotify premium on 1 nov. Suddenly today it became free. Can i know why?","Hey, that's not cool! Can you DM us your account's username or email address? We'll take a look backstage /MC",sp_023677,billing_subscription,False,none,rule_based_v1
6bc5c903cd259fcb21a5a56cce9cc707,"why is not letting me listen to ""no sympathy"" by 😳😭😳😭",Hey Kadi! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /CO,sp_023372,content_availability,False,none,rule_based_v1
6c3f36255f01e31a80b12b64f67f5200,I was charged twice for premium with student discount despite being denied sheerid verification,Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ,sp_009166,billing_subscription,True,billing_dispute,rule_based_v1
6d96bbb189ad5ffc49af963ca65c44e6,can you help me please?,Hi! We've just sent you a DM. We'll wait for your reply /CX,sp_015517,other,True,unclassified_intent,rule_based_v1
6f0d6b83305f21fb9c00580eeb804586,"Hi guys, I’m using my MacBook Air and also my iPhone 6 SE. Thanks :)",Hey there! Could you let us know what device/OS you're using? We'll see what we can suggest /DF,sp_016493,other,True,unclassified_intent,rule_based_v1
6f4669fa0a4931426f8326cc6056aac0,"The next ios wishlist functionality update. Landscape mode for iphone x would be great. Was optimistic with today's update but alas, no landscape.",Hi there. We hear you. Feel free to share your thoughts and vote for the idea here: /JU,sp_029358,playback_technical,False,none,rule_based_v1
6f71861bb9c045d394849c98dee6e47c,when will appear with us Spotify at Russia ?😔,Hey! We're launching in new countries as often as possible. Be sure to add your email at /RB,sp_013577,other,True,unclassified_intent,rule_based_v1
704e2bd7f1dada897a6ff67adedeedf6,"struggling to add a family member when following the link on email. Saying not recognised, Any help appreciated",Hi Woody! Help's here. Could you DM us the email addresses on your and your member's accounts? We'll take a look backstage /AU,sp_006915,billing_subscription,False,none,rule_based_v1
70d701cf45750a80a4575da938f002b2,"your 1.0.64.399 upgrade (from 1.0.63....) on Windows made all songs sound like shit. No more bass, just a lot of treble :(",Hey there! Can you try following the steps at Any better? /AG,sp_001479,billing_subscription,False,none,rule_based_v1
70ed29a0024efd73fda3d9149f4c16c3,see in times like this we NEED SPOTIFY IN INDIA ! HOW AM I SUPPOSED TO LISTEN TO LOUIS' SONG NOW?,Hey there! We're launching regularly in countries around the world. Sign up here to be first to hear: 💚 /RV,sp_004718,content_availability,False,none,rule_based_v1
71009c984958467c5dfe6f48c387f885,did you all know Christmas album is not on 😮,"Hey Casey! We’d love to have all of her stuff available, but we have some info about content here: /LO",sp_023568,other,True,unclassified_intent,rule_based_v1
725fdbd8f8c4849eb4930df8aa4c2a1d,"i tried playing a 5h album today and this verse from the quaran started playing instead as a ""suggested track"" wtf how and why are they related",Hey! Can you DM us your account's email address or username? We'll take a look backstage /JE,sp_027656,other,True,unclassified_intent,rule_based_v1
7542d535f8536cce700362ba05f3d91a,"Hi! I paid premium for a year, I've gotten the receipt on my email. I only got premium for 3 days before it went back to free","Hey, that's not cool! Can you DM us your account's username or email address? We'll take a look under the hood /JM",sp_006160,billing_subscription,False,none,rule_based_v1
7572e51fcb5efe90f59ec2ed26fded5e,#newstudent how do I get half price when I'm already a subscriber?,"Hi Vicky, help's here! You can upgrade to our student discount here: Let us know if you need anything /JQ",sp_008818,billing_subscription,False,none,rule_based_v1
75dca2b908de5d31b9c380c0a88701e4,is trash in my mobile,"Hi there! Don’t worry, we can help. What’s happening exactly? Can you let us know the device, OS, and version of Spotify you’re using? /DR",sp_023567,other,True,unclassified_intent,rule_based_v1
771dd50109ee7e88852198ba7f45a3b3,"hi, I’m having a problem with my Spotify account, can’t see my downloaded songs anymore, I’ve sent you a DM.",Hey there! We've already replied to your DM. Check your inbox to find our response 🙂 /CH,sp_005010,other,True,unclassified_intent,rule_based_v1
77962c54b1d52b584fcb871e058899b2,I need some help with my account.......,Hey Russ! How can we help you today? /DB,sp_007809,other,True,unclassified_intent,rule_based_v1
779af311540ef3b3e3e45e39986fca64,y sigo sin poder ingresar!!!,"¡Hola, la ayuda ha llegado! Envíanos la dirección de correo asociada a tu cuenta por MD y le echaremos un vistazo /EB",sp_011914,other,True,high_distress,rule_based_v1
77ef5db0a8cd446fee9f8077862f3099,I wish you could DM friends on to share music in the same way that I send memes to friends on Instagram.,Hey Mollie. Nice idea! It's definitely something for the team to consider and we'll make sure it reaches them /QI,sp_026261,feature_request_feedback,False,none,rule_based_v1
79454b9f5924bb6ed18ea33ae8ed2fd0,"your shuffle for playlist suck, only flaw though","Hi, help's here! We hope you share your feedback with our community here: Let us know if you need anything else /JQ",sp_009084,playback_technical,False,none,rule_based_v1
7978cdcb71b2638b435b76718d9ce4eb,"can you please please please get Spotify to be available in UAE 🇦🇪, I beg you pleaaaaaase 😭😭😭😭",Hey there! We're launching regularly in countries around the world. Sign up here to be first to hear: /BX,sp_029615,content_availability,False,none,rule_based_v1
